player_name,season,wk,Game_date,OPP,Result,AST,PDEF
Ryan Anderson,Regular Season,10,11/15/2020,Lions,L 27 - 30,0,0
Ryan Anderson,Regular Season,9,11/08/2020,Giants,L 20 - 23,0,0
Ryan Anderson,Regular Season,3,09/27/2020,Browns,L 20 - 34,2,0
Ryan Anderson,Regular Season,7,10/25/2020,Cowboys,W 25 - 3,0,0
Ryan Anderson,Regular Season,2,09/20/2020,Cardinals,L 15 - 30,,
Ryan Anderson,Regular Season,6,10/18/2020,Giants,L 19 - 20,,
Ryan Anderson,Regular Season,1,09/13/2020,Eagles,W 27 - 17,1,0
Ryan Anderson,Regular Season,5,10/11/2020,Rams,L 10 - 30,,
Ryan Anderson,Regular Season,4,10/04/2020,Ravens,L 17 - 31,0,0
Alex Armah,Regular Season,17,01/03/2021,Saints,L 7 - 33,,0
Alex Armah,Regular Season,16,12/27/2020,Football Team,W 20 - 13,3,
Alex Armah,Regular Season,15,12/20/2020,Packers,L 16 - 24,,1
Alex Armah,Regular Season,14,12/13/2020,Broncos,L 27 - 32,,1
Alex Armah,Regular Season,12,11/29/2020,Vikings,L 27 - 28,,
Alex Armah,Regular Season,11,11/22/2020,Lions,W 20 - 0,,0
Alex Armah,Regular Season,10,11/15/2020,Buccaneers,L 23 - 46,,2
Alex Armah,Regular Season,9,11/08/2020,Chiefs,L 31 - 33,,
Alex Armah,Regular Season,8,10/30/2020,Falcons,L 17 - 25,,
Alex Armah,Regular Season,3,09/27/2020,Chargers,W 21 - 16,,
Alex Armah,Regular Season,7,10/25/2020,Saints,L 24 - 27,1,0
Alex Armah,Regular Season,2,09/20/2020,Buccaneers,L 17 - 31,,1
Alex Armah,Regular Season,6,10/18/2020,Bears,L 16 - 23,,0
Alex Armah,Regular Season,5,10/11/2020,Falcons,W 23 - 16,2,
Alex Armah,Regular Season,4,10/04/2020,Cardinals,W 31 - 21,2,
Alex Armah,Regular Season,1,09/13/2020,Raiders,L 30 - 34,0.5,
Henry Anderson,Regular Season,17,01/03/2021,Patriots,L 14 - 28,2,0
Henry Anderson,Regular Season,16,12/27/2020,Browns,W 23 - 16,0,0
Henry Anderson,Regular Season,15,12/20/2020,Rams,W 23 - 20,,
Henry Anderson,Regular Season,14,12/13/2020,Seahawks,L 3 - 40,3,0
Henry Anderson,Regular Season,13,12/06/2020,Raiders,L 28 - 31,1,0
Henry Anderson,Regular Season,12,11/29/2020,Dolphins,L 3 - 20,2,0
Henry Anderson,Regular Season,11,11/22/2020,Chargers,L 28 - 34,4,0
Henry Anderson,Regular Season,9,11/10/2020,Patriots,L 27 - 30,2,0
Henry Anderson,Regular Season,8,11/01/2020,Chiefs,L 9 - 35,3,0
Henry Anderson,Regular Season,3,09/27/2020,Colts,L 7 - 36,0,0
Henry Anderson,Regular Season,7,10/25/2020,Bills,L 10 - 18,2,0
Henry Anderson,Regular Season,2,09/20/2020,49ers,L 13 - 31,,
Henry Anderson,Regular Season,6,10/18/2020,Dolphins,L 0 - 24,,
Henry Anderson,Regular Season,1,09/13/2020,Bills,L 17 - 27,2,0
Henry Anderson,Regular Season,5,10/11/2020,Cardinals,L 10 - 30,1,0
Henry Anderson,Regular Season,4,10/02/2020,Broncos,L 28 - 37,1,0
Arik Armstead,Regular Season,17,01/03/2021,Seahawks,L 23 - 26,1,1
Arik Armstead,Regular Season,16,12/26/2020,Cardinals,W 20 - 12,2,0
Arik Armstead,Regular Season,15,12/20/2020,Cowboys,L 33 - 41,3,0
Arik Armstead,Regular Season,14,12/13/2020,Football Team,L 15 - 23,1,0
Arik Armstead,Regular Season,13,12/08/2020,Bills,L 24 - 34,2,0
Arik Armstead,Regular Season,12,11/29/2020,Rams,W 23 - 20,2,0
Arik Armstead,Regular Season,10,11/15/2020,Saints,L 13 - 27,0,0
Arik Armstead,Regular Season,9,11/06/2020,Packers,L 17 - 34,,
Arik Armstead,Regular Season,8,11/01/2020,Seahawks,L 27 - 37,1,0
Arik Armstead,Regular Season,3,09/27/2020,Giants,W 36 - 9,1,0
Arik Armstead,Regular Season,7,10/25/2020,Patriots,W 33 - 6,0,0
Arik Armstead,Regular Season,2,09/20/2020,Jets,W 31 - 13,2,1
Arik Armstead,Regular Season,6,10/19/2020,Rams,W 24 - 16,2,1
Arik Armstead,Regular Season,1,09/13/2020,Cardinals,L 20 - 24,1,0
Arik Armstead,Regular Season,5,10/11/2020,Dolphins,L 17 - 43,1,0
Arik Armstead,Regular Season,4,10/05/2020,Eagles,L 20 - 25,1,0
Cornell Armstrong,Regular Season,17,01/03/2021,Titans,L 38 - 41,,
Cornell Armstrong,Regular Season,16,12/27/2020,Bengals,L 31 - 37,,
Cornell Armstrong,Regular Season,15,12/20/2020,Colts,L 20 - 27,,
Cornell Armstrong,Regular Season,14,12/13/2020,Bears,L 7 - 36,,
Cornell Armstrong,Regular Season,13,12/06/2020,Colts,L 20 - 26,,
Cornell Armstrong,Regular Season,12,11/26/2020,Lions,W 41 - 25,,
Cornell Armstrong,Regular Season,11,11/22/2020,Patriots,W 27 - 20,,
Cornell Armstrong,Regular Season,10,11/15/2020,Browns,L 7 - 10,,
Cornell Armstrong,Regular Season,9,11/08/2020,Jaguars,W 27 - 25,,
Cornell Armstrong,Regular Season,7,10/25/2020,Packers,L 20 - 35,,
Cornell Armstrong,Regular Season,2,09/20/2020,Ravens,L 16 - 33,,
Cornell Armstrong,Regular Season,6,10/18/2020,Titans,L 36 - 42,,
Cornell Armstrong,Regular Season,1,09/11/2020,Chiefs,L 20 - 34,,
Cornell Armstrong,Regular Season,5,10/11/2020,Jaguars,W 30 - 14,,
Cornell Armstrong,Regular Season,4,10/04/2020,Vikings,L 23 - 31,,
Cornell Armstrong,Regular Season,3,09/27/2020,Steelers,L 21 - 28,,
Terron Armstead,Regular Season,17,01/03/2021,Panthers,W 33 - 7,,
Terron Armstead,Regular Season,16,12/25/2020,Vikings,W 52 - 33,,
Terron Armstead,Regular Season,15,12/20/2020,Chiefs,L 29 - 32,,
Terron Armstead,Regular Season,14,12/13/2020,Eagles,L 21 - 24,,
Terron Armstead,Regular Season,11,11/22/2020,Falcons,W 24 - 9,,
Terron Armstead,Regular Season,10,11/15/2020,49ers,W 27 - 13,,
Terron Armstead,Regular Season,9,11/09/2020,Buccaneers,W 38 - 3,,
Terron Armstead,Regular Season,8,11/01/2020,Bears,W 26 - 23,,
Terron Armstead,Regular Season,7,10/25/2020,Panthers,W 27 - 24,,
Terron Armstead,Regular Season,2,09/22/2020,Raiders,L 24 - 34,,
Terron Armstead,Regular Season,1,09/13/2020,Buccaneers,W 34 - 23,,
Terron Armstead,Regular Season,5,10/13/2020,Chargers,W 30 - 27,,
Terron Armstead,Regular Season,4,10/04/2020,Lions,W 35 - 29,,
Terron Armstead,Regular Season,3,09/28/2020,Packers,L 30 - 37,,
Terron Armstead,Post Season,2,01/17/2021,Buccaneers,L 20 - 30,,
Terron Armstead,Post Season,1,01/10/2021,Bears,W 21 - 9,,
Dorance Armstrong,Regular Season,17,01/03/2021,Giants,L 19 - 23,2,1
Dorance Armstrong,Regular Season,16,12/27/2020,Eagles,W 37 - 17,0,0
Dorance Armstrong,Regular Season,15,12/20/2020,49ers,W 41 - 33,2,0
Dorance Armstrong,Regular Season,14,12/13/2020,Bengals,W 30 - 7,0,1
Dorance Armstrong,Regular Season,13,12/09/2020,Ravens,L 17 - 34,1,0
Dorance Armstrong,Regular Season,12,11/26/2020,Football Team,L 16 - 41,1,0
Dorance Armstrong,Regular Season,11,11/22/2020,Vikings,W 31 - 28,2,0
Dorance Armstrong,Regular Season,9,11/08/2020,Steelers,L 19 - 24,,
Dorance Armstrong,Regular Season,8,11/02/2020,Eagles,L 9 - 23,1,0
Dorance Armstrong,Regular Season,3,09/27/2020,Seahawks,L 31 - 38,1,0
Dorance Armstrong,Regular Season,7,10/25/2020,Football Team,L 3 - 25,0,0
Dorance Armstrong,Regular Season,2,09/20/2020,Falcons,W 40 - 39,2,0
Dorance Armstrong,Regular Season,6,10/20/2020,Cardinals,L 10 - 38,0,0
Dorance Armstrong,Regular Season,1,09/14/2020,Rams,L 17 - 20,0,0
Dorance Armstrong,Regular Season,5,10/11/2020,Giants,W 37 - 34,0,0
Dorance Armstrong,Regular Season,4,10/04/2020,Browns,L 38 - 49,0,0
Ray-Ray Armstrong,Regular Season,14,12/13/2020,Jets,W 40 - 3,,
Ray-Ray Armstrong,Regular Season,7,10/26/2020,Cardinals,L 34 - 37,,
Grayland Arnold,Regular Season,17,01/04/2021,Football Team,L 14 - 20,2,1
Grayland Arnold,Regular Season,16,12/27/2020,Cowboys,L 17 - 37,2,0
Grayland Arnold,Regular Season,15,12/20/2020,Cardinals,L 26 - 33,,
Grayland Arnold,Regular Season,14,12/13/2020,Saints,W 24 - 21,,
Grayland Arnold,Regular Season,13,12/06/2020,Packers,L 16 - 30,0,0
Grayland Arnold,Regular Season,5,10/11/2020,Steelers,L 29 - 38,1,0
Grayland Arnold,Regular Season,4,10/05/2020,49ers,W 25 - 20,,
Grayland Arnold,Regular Season,3,09/27/2020,Bengals,T 23 - 23,,
Devin Asiasi,Regular Season,17,01/03/2021,Jets,W 28 - 14,19.5,
Devin Asiasi,Regular Season,16,12/29/2020,Bills,L 9 - 38,,
Devin Asiasi,Regular Season,15,12/20/2020,Dolphins,L 12 - 22,,
Devin Asiasi,Regular Season,14,12/11/2020,Rams,L 3 - 24,,
Devin Asiasi,Regular Season,8,11/01/2020,Bills,L 21 - 24,,
Devin Asiasi,Regular Season,3,09/27/2020,Raiders,W 36 - 20,,
Devin Asiasi,Regular Season,7,10/25/2020,49ers,L 6 - 33,,
Devin Asiasi,Regular Season,6,10/18/2020,Broncos,L 12 - 18,,
Devin Asiasi,Regular Season,1,09/13/2020,Dolphins,W 21 - 11,,
Devin Asiasi,Regular Season,4,10/05/2020,Chiefs,L 10 - 26,,
Devin Asiasi,Regular Season,2,09/21/2020,Seahawks,L 30 - 35,,
Damon Arnette,Regular Season,17,01/03/2021,Broncos,W 32 - 31,0,0
Damon Arnette,Regular Season,16,12/27/2020,Dolphins,L 25 - 26,1,0
Damon Arnette,Regular Season,15,12/18/2020,Chargers,L 27 - 30,,
Damon Arnette,Regular Season,14,12/13/2020,Colts,L 27 - 44,,
Damon Arnette,Regular Season,13,12/06/2020,Jets,W 31 - 28,1,0
Damon Arnette,Regular Season,12,11/29/2020,Falcons,L 6 - 43,0,0
Damon Arnette,Regular Season,11,11/23/2020,Chiefs,L 31 - 35,0,1
Damon Arnette,Regular Season,10,11/15/2020,Broncos,W 37 - 12,,
Damon Arnette,Regular Season,3,09/27/2020,Patriots,L 20 - 36,0,0
Damon Arnette,Regular Season,2,09/22/2020,Saints,W 34 - 24,0,0
Damon Arnette,Regular Season,1,09/13/2020,Panthers,W 34 - 30,2,1
Dan Arnold,Regular Season,17,01/03/2021,Rams,L 7 - 18,15.3,
Dan Arnold,Regular Season,16,12/26/2020,49ers,L 12 - 20,8.3,
Dan Arnold,Regular Season,15,12/20/2020,Eagles,W 33 - 26,18,
Dan Arnold,Regular Season,14,12/13/2020,Giants,W 26 - 7,13.5,
Dan Arnold,Regular Season,13,12/06/2020,Rams,L 28 - 38,30.5,
Dan Arnold,Regular Season,12,11/29/2020,Patriots,L 17 - 20,17,
Dan Arnold,Regular Season,11,11/20/2020,Seahawks,L 21 - 28,4,
Dan Arnold,Regular Season,10,11/15/2020,Bills,W 32 - 30,8.5,
Dan Arnold,Regular Season,9,11/08/2020,Dolphins,L 31 - 34,16,
Dan Arnold,Regular Season,3,09/27/2020,Lions,L 23 - 26,11,
Dan Arnold,Regular Season,7,10/26/2020,Seahawks,W 37 - 34,28.5,
Dan Arnold,Regular Season,2,09/20/2020,Football Team,W 30 - 15,13,
Dan Arnold,Regular Season,6,10/20/2020,Cowboys,W 38 - 10,,
Dan Arnold,Regular Season,1,09/13/2020,49ers,W 24 - 20,10.5,
Dan Arnold,Regular Season,5,10/11/2020,Jets,W 30 - 10,,
Dan Arnold,Regular Season,4,10/04/2020,Panthers,L 21 - 31,9.8,
Jeremiah Attaochu,Regular Season,17,01/03/2021,Raiders,L 31 - 32,1,0
Jeremiah Attaochu,Regular Season,16,12/27/2020,Chargers,L 16 - 19,1,0
Jeremiah Attaochu,Regular Season,15,12/19/2020,Bills,L 19 - 48,1,0
Jeremiah Attaochu,Regular Season,14,12/13/2020,Panthers,W 32 - 27,0,0
Jeremiah Attaochu,Regular Season,13,12/07/2020,Chiefs,L 16 - 22,0,0
Jeremiah Attaochu,Regular Season,12,11/29/2020,Saints,L 3 - 31,2,0
Jeremiah Attaochu,Regular Season,11,11/22/2020,Dolphins,W 20 - 13,1,0
Jeremiah Attaochu,Regular Season,10,11/15/2020,Raiders,L 12 - 37,,
Jeremiah Attaochu,Regular Season,9,11/08/2020,Falcons,L 27 - 34,0,0
Jeremiah Attaochu,Regular Season,8,11/01/2020,Chargers,W 31 - 30,,
Jeremiah Attaochu,Regular Season,3,09/27/2020,Buccaneers,L 10 - 28,0,0
Jeremiah Attaochu,Regular Season,7,10/25/2020,Chiefs,L 16 - 43,,
Jeremiah Attaochu,Regular Season,2,09/20/2020,Steelers,L 21 - 26,0,0
Jeremiah Attaochu,Regular Season,6,10/18/2020,Patriots,W 18 - 12,,
Jeremiah Attaochu,Regular Season,1,09/15/2020,Titans,L 14 - 16,1,0
Jeremiah Attaochu,Regular Season,4,10/02/2020,Jets,W 37 - 28,,
Antony Auclair,Regular Season,17,01/03/2021,Falcons,W 44 - 27,,
Antony Auclair,Regular Season,16,12/26/2020,Lions,W 47 - 7,,
Antony Auclair,Regular Season,15,12/20/2020,Falcons,W 31 - 27,,
Antony Auclair,Regular Season,14,12/13/2020,Vikings,W 26 - 14,,
Antony Auclair,Regular Season,12,11/29/2020,Chiefs,L 24 - 27,,
Antony Auclair,Regular Season,11,11/24/2020,Rams,L 24 - 27,,
Antony Auclair,Regular Season,10,11/15/2020,Panthers,W 46 - 23,,
Antony Auclair,Regular Season,9,11/09/2020,Saints,L 3 - 38,,
Antony Auclair,Regular Season,8,11/03/2020,Giants,W 25 - 23,,
Antony Auclair,Regular Season,1,09/13/2020,Saints,L 23 - 34,,
Antony Auclair,Post Season,2,01/17/2021,Saints,W 30 - 20,,
Antony Auclair,Post Season,1,01/10/2021,Football Team,W 31 - 23,,
Geno Atkins,Regular Season,14,12/13/2020,Cowboys,L 7 - 30,,
Geno Atkins,Regular Season,13,12/06/2020,Dolphins,L 7 - 19,,
Geno Atkins,Regular Season,12,11/29/2020,Giants,L 17 - 19,,
Geno Atkins,Regular Season,11,11/22/2020,Football Team,L 9 - 20,0,0
Geno Atkins,Regular Season,10,11/15/2020,Steelers,L 10 - 36,,
Geno Atkins,Regular Season,8,11/01/2020,Titans,W 31 - 20,0,0
Geno Atkins,Regular Season,7,10/25/2020,Browns,L 34 - 37,,
Geno Atkins,Regular Season,2,09/18/2020,Browns,L 30 - 35,,
Geno Atkins,Regular Season,6,10/18/2020,Colts,L 27 - 31,,
Geno Atkins,Regular Season,1,09/13/2020,Chargers,L 13 - 16,,
Geno Atkins,Regular Season,5,10/11/2020,Ravens,L 3 - 27,,
Geno Atkins,Regular Season,4,10/04/2020,Jaguars,W 33 - 25,,
Geno Atkins,Regular Season,3,09/27/2020,Eagles,T 23 - 23,,
Blessuan Austin,Regular Season,17,01/03/2021,Patriots,L 14 - 28,,
Blessuan Austin,Regular Season,16,12/27/2020,Browns,W 23 - 16,3,1
Blessuan Austin,Regular Season,15,12/20/2020,Rams,W 23 - 20,1,0
Blessuan Austin,Regular Season,14,12/13/2020,Seahawks,L 3 - 40,0,0
Blessuan Austin,Regular Season,9,11/10/2020,Patriots,L 27 - 30,3,1
Blessuan Austin,Regular Season,8,11/01/2020,Chiefs,L 9 - 35,0,0
Blessuan Austin,Regular Season,3,09/27/2020,Colts,L 7 - 36,0,0
Blessuan Austin,Regular Season,7,10/25/2020,Bills,L 10 - 18,2,2
Blessuan Austin,Regular Season,2,09/20/2020,49ers,L 13 - 31,0,0
Blessuan Austin,Regular Season,6,10/18/2020,Dolphins,L 0 - 24,1,0
Blessuan Austin,Regular Season,1,09/13/2020,Bills,L 17 - 27,1,0
Blessuan Austin,Regular Season,5,10/11/2020,Cardinals,L 10 - 30,,
Blessuan Austin,Regular Season,4,10/02/2020,Broncos,L 28 - 37,2,0
Tavon Austin,Regular Season,17,01/03/2021,Bears,W 35 - 16,7,
Tavon Austin,Regular Season,16,12/28/2020,Titans,W 40 - 14,2.5,
Tavon Austin,Regular Season,15,12/20/2020,Panthers,W 24 - 16,,
Tavon Austin,Regular Season,14,12/13/2020,Lions,W 31 - 24,4,
Tavon Austin,Regular Season,13,12/06/2020,Eagles,W 30 - 16,,
Tavon Austin,Post Season,2,01/16/2021,Rams,W 32 - 18,,
Anthony Averett,Regular Season,17,01/03/2021,Bengals,W 38 - 3,0,2
Anthony Averett,Regular Season,16,12/27/2020,Giants,W 27 - 13,1,2
Anthony Averett,Regular Season,15,12/20/2020,Jaguars,W 40 - 14,1,1
Anthony Averett,Regular Season,14,12/15/2020,Browns,W 47 - 42,,
Anthony Averett,Regular Season,13,12/09/2020,Cowboys,W 34 - 17,1,1
Anthony Averett,Regular Season,3,09/29/2020,Chiefs,L 20 - 34,2,0
Anthony Averett,Regular Season,2,09/20/2020,Texans,W 33 - 16,0,0
Anthony Averett,Regular Season,6,10/18/2020,Eagles,W 30 - 28,,
Anthony Averett,Regular Season,5,10/11/2020,Bengals,W 27 - 3,,
Anthony Averett,Regular Season,4,10/04/2020,Football Team,W 31 - 17,0,1
Anthony Averett,Regular Season,1,09/13/2020,Browns,W 38 - 6,,
Anthony Averett,Post Season,2,01/17/2021,Bills,L 3 - 17,0,0
Anthony Averett,Post Season,1,01/10/2021,Titans,W 20 - 13,0,0
Denico Autry,Regular Season,17,01/03/2021,Jaguars,W 28 - 14,1,0
Denico Autry,Regular Season,16,12/27/2020,Steelers,L 24 - 28,2,0
Denico Autry,Regular Season,15,12/20/2020,Texans,W 27 - 20,1,0
Denico Autry,Regular Season,14,12/13/2020,Raiders,W 44 - 27,,
Denico Autry,Regular Season,13,12/06/2020,Texans,W 26 - 20,0,0
Denico Autry,Regular Season,10,11/13/2020,Titans,W 34 - 17,2,0
Denico Autry,Regular Season,9,11/08/2020,Ravens,L 10 - 24,1,0
Denico Autry,Regular Season,8,11/01/2020,Lions,W 41 - 21,0,0
Denico Autry,Regular Season,3,09/27/2020,Jets,W 36 - 7,1,0
Denico Autry,Regular Season,6,10/18/2020,Bengals,W 31 - 27,1,0
Denico Autry,Regular Season,5,10/11/2020,Browns,L 23 - 32,4,0
Denico Autry,Regular Season,4,10/04/2020,Bears,W 19 - 11,,
Denico Autry,Regular Season,2,09/20/2020,Vikings,W 28 - 11,0,0
Denico Autry,Regular Season,1,09/13/2020,Jaguars,L 20 - 27,0,0
Denico Autry,Post Season,1,01/09/2021,Bills,L 24 - 27,2,0
Genard Avery,Regular Season,17,01/04/2021,Football Team,L 14 - 20,1,0
Genard Avery,Regular Season,16,12/27/2020,Cowboys,L 17 - 37,3,0
Genard Avery,Regular Season,15,12/20/2020,Cardinals,L 26 - 33,1,0
Genard Avery,Regular Season,14,12/13/2020,Saints,W 24 - 21,,
Genard Avery,Regular Season,13,12/06/2020,Packers,L 16 - 30,,
Genard Avery,Regular Season,12,12/01/2020,Seahawks,L 17 - 23,,
Genard Avery,Regular Season,7,10/23/2020,Giants,W 22 - 21,,
Genard Avery,Regular Season,6,10/18/2020,Ravens,L 28 - 30,0,1
Genard Avery,Regular Season,1,09/13/2020,Football Team,L 17 - 27,1,0
Genard Avery,Regular Season,5,10/11/2020,Steelers,L 29 - 38,0,0
Genard Avery,Regular Season,4,10/05/2020,49ers,W 25 - 20,0,0
Genard Avery,Regular Season,3,09/27/2020,Bengals,T 23 - 23,0,0
Genard Avery,Regular Season,2,09/20/2020,Rams,L 19 - 37,,
